"","datetime","X","date","ph","Station","TideHeight"
"13819",2017-10-15 22:00:00,6909,"2017-10-15",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68585312978469
"13821",2017-10-15 23:00:00,6910,"2017-10-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4440724889119
"13823",2017-10-16 00:00:00,6911,"2017-10-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05710287263747
"13841",2017-10-16 09:00:00,6920,"2017-10-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62376694976515
"13843",2017-10-16 10:00:00,6921,"2017-10-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82699268456563
"13845",2017-10-16 11:00:00,6922,"2017-10-16",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8083238025269
"13849",2017-10-16 13:00:00,6924,"2017-10-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16984691883371
"13867",2017-10-16 22:00:00,6933,"2017-10-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73220572481503
"13869",2017-10-16 23:00:00,6934,"2017-10-16",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68736604464054
"13871",2017-10-17 00:00:00,6935,"2017-10-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43234888518368
"13887",2017-10-17 08:00:00,6943,"2017-10-17",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0735610137189
"13889",2017-10-17 09:00:00,6944,"2017-10-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45642443009677
"13891",2017-10-17 10:00:00,6945,"2017-10-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76330567428851
"13913",2017-10-17 21:00:00,6956,"2017-10-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29521329751724
"13915",2017-10-17 22:00:00,6957,"2017-10-17",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5837896253
"13937",2017-10-18 09:00:00,6968,"2017-10-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27881195378849
"13939",2017-10-18 10:00:00,6969,"2017-10-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.6280824890861
"13963",2017-10-18 22:00:00,6981,"2017-10-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31915808319264
"13965",2017-10-18 23:00:00,6982,"2017-10-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58827510717529
"13985",2017-10-19 09:00:00,6992,"2017-10-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12606117996609
"13987",2017-10-19 10:00:00,6993,"2017-10-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47222143573387
"14011",2017-10-19 22:00:00,7005,"2017-10-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0211907315836
"14013",2017-10-19 23:00:00,7006,"2017-10-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34898614865543
"14033",2017-10-20 09:00:00,7016,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00665413568872
"14035",2017-10-20 10:00:00,7017,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32571675104423
"14039",2017-10-20 12:00:00,7019,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82935608757657
"14041",2017-10-20 13:00:00,7020,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.858903720196
"14043",2017-10-20 14:00:00,7021,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66493072999109
"14045",2017-10-20 15:00:00,7022,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27280113858203
"14061",2017-10-20 23:00:00,7030,"2017-10-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07927807568106
"14083",2017-10-21 10:00:00,7041,"2017-10-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19679064313253
"14085",2017-10-21 11:00:00,7042,"2017-10-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48232052309467
"14089",2017-10-21 13:00:00,7044,"2017-10-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82724402102803
"14091",2017-10-21 14:00:00,7045,"2017-10-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75064394743726
"14095",2017-10-21 16:00:00,7047,"2017-10-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03499313441056
"14111",2017-10-22 00:00:00,7055,"2017-10-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13037527730231
"14113",2017-10-22 01:00:00,7056,"2017-10-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37850985268346
"14131",2017-10-22 10:00:00,7065,"2017-10-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08771143030884
"14133",2017-10-22 11:00:00,7066,"2017-10-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34188434614704
"14141",2017-10-22 15:00:00,7070,"2017-10-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59669561625649
"14143",2017-10-22 16:00:00,7071,"2017-10-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25684469476548
"14161",2017-10-23 01:00:00,7080,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16407660495988
"14163",2017-10-23 02:00:00,7081,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36770540065319
"14165",2017-10-23 03:00:00,7082,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45877063234956
"14167",2017-10-23 04:00:00,7083,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41638611494324
"14179",2017-10-23 10:00:00,7089,"2017-10-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00799823454096
"14181",2017-10-23 11:00:00,7090,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20995564474055
"14183",2017-10-23 12:00:00,7091,"2017-10-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42958377024332
"14193",2017-10-23 17:00:00,7096,"2017-10-23",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06586297203662
"14211",2017-10-24 02:00:00,7105,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17841751137392
"14215",2017-10-24 04:00:00,7107,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41006186341305
"14217",2017-10-24 05:00:00,7108,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36355585963747
"14229",2017-10-24 11:00:00,7114,"2017-10-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10086689635291
"14231",2017-10-24 12:00:00,7115,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2763920493231
"14233",2017-10-24 13:00:00,7116,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45940354519025
"14235",2017-10-24 14:00:00,7117,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59875743735945
"14237",2017-10-24 15:00:00,7118,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63766362622594
"14239",2017-10-24 16:00:00,7119,"2017-10-24",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5324161692854
"14241",2017-10-24 17:00:00,7120,"2017-10-24",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27785813311019
"14261",2017-10-25 03:00:00,7130,"2017-10-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18088287793173
"14263",2017-10-25 04:00:00,7131,"2017-10-25",7.75,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32564598588527
"14265",2017-10-25 05:00:00,7132,"2017-10-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37943869431985
"14267",2017-10-25 06:00:00,7133,"2017-10-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3411838535962
"14273",2017-10-25 09:00:00,7136,"2017-10-25",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02327686236592
"14277",2017-10-25 11:00:00,7138,"2017-10-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03289181961396
"14279",2017-10-25 12:00:00,7139,"2017-10-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13933967383662
"14283",2017-10-25 14:00:00,7141,"2017-10-25",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44170522305594
"14285",2017-10-25 15:00:00,7142,"2017-10-25",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54807117669692
"14287",2017-10-25 16:00:00,7143,"2017-10-25",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55380226778384
"14289",2017-10-25 17:00:00,7144,"2017-10-25",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42478223177919
"14291",2017-10-25 18:00:00,7145,"2017-10-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16765243969084
"14311",2017-10-26 04:00:00,7155,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18645599292337
"14313",2017-10-26 05:00:00,7156,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3234723942027
"14315",2017-10-26 06:00:00,7157,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37826526567163
"14317",2017-10-26 07:00:00,7158,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35063750439045
"14323",2017-10-26 10:00:00,7161,"2017-10-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06060099042784
"14325",2017-10-26 11:00:00,7162,"2017-10-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01724512030697
"14329",2017-10-26 13:00:00,7164,"2017-10-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12527438231371
"14331",2017-10-26 14:00:00,7165,"2017-10-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25651405439566
"14333",2017-10-26 15:00:00,7166,"2017-10-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39418825406644
"14335",2017-10-26 16:00:00,7167,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48592871697516
"14337",2017-10-26 17:00:00,7168,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48080418771051
"14339",2017-10-26 18:00:00,7169,"2017-10-26",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35082972716719
"14341",2017-10-26 19:00:00,7170,"2017-10-26",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10767864491126
"14359",2017-10-27 04:00:00,7179,"2017-10-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01258269154736
"14361",2017-10-27 05:00:00,7180,"2017-10-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21292664621516
"14363",2017-10-27 06:00:00,7181,"2017-10-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3524337497141
"14369",2017-10-27 09:00:00,7184,"2017-10-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28969393481938
"14371",2017-10-27 10:00:00,7185,"2017-10-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16576157117943
"14373",2017-10-27 11:00:00,7186,"2017-10-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05297660102621
"14379",2017-10-27 14:00:00,7189,"2017-10-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06930289762822
"14381",2017-10-27 15:00:00,7190,"2017-10-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19797709518433
"14383",2017-10-27 16:00:00,7191,"2017-10-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33717561483138
"14385",2017-10-27 17:00:00,7192,"2017-10-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.433072178932
"14387",2017-10-27 18:00:00,7193,"2017-10-27",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43573505977317
"14391",2017-10-27 20:00:00,7195,"2017-10-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09351969425269
"14411",2017-10-28 06:00:00,7205,"2017-10-28",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2746911134936
"14413",2017-10-28 07:00:00,7206,"2017-10-28",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41760312073951
"14419",2017-10-28 10:00:00,7209,"2017-10-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29365563233887
"14421",2017-10-28 11:00:00,7210,"2017-10-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13264965849895
"14431",2017-10-28 16:00:00,7215,"2017-10-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13148629542428
"14433",2017-10-28 17:00:00,7216,"2017-10-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28904134876631
"14435",2017-10-28 18:00:00,7217,"2017-10-28",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40433912227614
"14437",2017-10-28 19:00:00,7218,"2017-10-28",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42601316325725
"14441",2017-10-28 21:00:00,7220,"2017-10-28",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11017593797637
"14459",2017-10-29 06:00:00,7229,"2017-10-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15694147542996
"14461",2017-10-29 07:00:00,7230,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37701921204801
"14463",2017-10-29 08:00:00,7231,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.512432364479
"14465",2017-10-29 09:00:00,7232,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53279663753057
"14467",2017-10-29 10:00:00,7233,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43510402371783
"14471",2017-10-29 12:00:00,7235,"2017-10-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03840654583754
"14481",2017-10-29 17:00:00,7240,"2017-10-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07373577094404
"14483",2017-10-29 18:00:00,7241,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26275935073104
"14485",2017-10-29 19:00:00,7242,"2017-10-29",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40636737926074
"14491",2017-10-29 22:00:00,7245,"2017-10-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13814412207565
"14507",2017-10-30 06:00:00,7253,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01266804064159
"14509",2017-10-30 07:00:00,7254,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29376815977326
"14513",2017-10-30 09:00:00,7256,"2017-10-30",7.65,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61889321536591
"14515",2017-10-30 10:00:00,7257,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58034052388566
"14517",2017-10-30 11:00:00,7258,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40487644444199
"14531",2017-10-30 18:00:00,7265,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03638387092648
"14533",2017-10-30 19:00:00,7266,"2017-10-30",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2640273310344
"14557",2017-10-31 07:00:00,7278,"2017-10-31",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17645720040777
"14559",2017-10-31 08:00:00,7279,"2017-10-31",7.7,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46605128645419
