"","X","site.old","site.code","site","quad","month","day","year","date","survey.season","survey.month","tran.loc.m","cover","no.fuc.q","no.large.fuc.q","no.small.fuc.q","fuc.ht","covcl.repro","ww.veg","ww.repro","ww.recp","dw.veg","dw.repro","dw.recp","apices.repro","apices.veg","no.concept.recp","oog.conc.1","oog.conc.2","oog.conc.3","groove","notes","perc.ra","avg.oog","perc.rdw"
"546",546,"HS","HSB","Horseshoe Bay",8,7,20,2019,"7/20/2019","Summer 2019","19-Jul",10,15,7,3,4,19.5,5,11.731,23.578,NA,3.012,3.069,NA,44,23,NA,NA,NA,NA,NA,"",65.6716417910448,NA,50.4686729156389
"547",547,"ND","PTC","Point Chauncey",4,7,21,2019,"7/21/2019","Summer 2019","19-Jul",4,4,1,1,0,17.8,5,3.157,15.038,NA,0.801,1.715,NA,24,2,NA,NA,NA,NA,NA,"",92.3076923076923,NA,68.1637519872814
"548",548,"ND","PTC","Point Chauncey",8,7,21,2019,"7/21/2019","Summer 2019","19-Jul",11,48,68,11,57,19.2,5,11.962,39.866,NA,3.12,4.567,NA,46,26,NA,NA,NA,NA,NA,"",63.8888888888889,NA,59.4119942760505
"549",549,"HS","HSB","Horseshoe Bay",3,8,4,2019,"8/4/2019","Summer 2019","19-Aug",4,71,29,11,18,11,5,5.768,0,NA,1.186,0,NA,0,25,NA,NA,NA,NA,NA,"",0,NA,0
"550",550,"ND","PTC","Point Chauncey",1,8,4,2019,"8/4/2019","Summer 2019","19-Aug",1,12,15,11,4,20.5,5,4.889,15.651,0.903,1.377,2.226,0.152,32,8,374,0,0,0,NA,"Turkey vulture and yellow jackets at site",80,0,61.781848459617
"551",551,"HS","HSB","Horseshoe Bay",2,9,12,2019,"9/12/2019","Summer 2019","19-Sep",4,56,23,11,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"552",552,"PC","PCY","Paradise Cay",1,9,12,2019,"9/12/2019","Summer 2019","19-Sep",1,53,38,16,22,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"553",553,"HS","HSB","Horseshoe Bay",7,6,15,2018,"6/15/2018","Spring 2018","18-Jun",12,0,0,NA,NA,NA,NA,11.448,34.549,0.223,3.161,6.247,0.266,97,17,408,52,34,50,"Y","",85.0877192982456,45.3333333333333,66.4009353741497
"554",554,"HS","HSB","Horseshoe Bay",8,6,15,2018,"6/15/2018","Spring 2018","18-Jun",13,0,0,NA,NA,NA,NA,6.744,9.714,NA,2.569,2.023,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,44.0548780487805
"555",555,"HS","HSB","Horseshoe Bay",9,6,15,2018,"6/15/2018","Spring 2018","18-Jun",14,0,0,NA,NA,NA,NA,4.907,0,NA,1.516,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0
"556",556,"HS","HSB","Horseshoe Bay",10,6,15,2018,"6/15/2018","Spring 2018","18-Jun",15,0,0,NA,NA,NA,NA,5.17,0.633,NA,1.439,0.112,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,7.22114764667956
"557",557,"HS","HSB","Horseshoe Bay",5,7,16,2018,"7/16/2018","Summer 2018","18-Jul",9,1,0,0,0,NA,NA,6.563,0.559,0.427,1.692,0.101,0.027,3,27,276,14,8,3,"N","",10,8.33333333333333,5.63301728945901
"558",558,"HS","HSB","Horseshoe Bay",7,7,16,2018,"7/16/2018","Summer 2018","18-Jul",12,0,0,0,0,NA,NA,4.117,0,NA,1.441,0,NA,0,15,NA,NA,NA,NA,NA,"",0,NA,0
"559",559,"HS","HSB","Horseshoe Bay",8,7,16,2018,"7/16/2018","Summer 2018","18-Jul",13,0,0,0,0,NA,NA,1.602,0,NA,0.461,0,NA,0,13,NA,NA,NA,NA,NA,"",0,NA,0
"560",560,"HS","HSB","Horseshoe Bay",9,7,16,2018,"7/16/2018","Summer 2018","18-Jul",14,0,0,0,0,NA,NA,0.837,0,NA,0.241,0,NA,0,3,NA,NA,NA,NA,NA,"",0,NA,0
"561",561,"HS","HSB","Horseshoe Bay",10,7,16,2018,"7/16/2018","Summer 2018","18-Jul",15,0,0,0,0,NA,NA,21.476,50.457,1.637,6.356,8.044,0.258,132,38,302,17,51,55,"N","",77.6470588235294,41,55.8611111111111
"562",562,"HS","HSB","Horseshoe Bay",8,8,6,2018,"8/6/2018","Summer 2018","18-Aug",13,0,0,0,0,NA,NA,3.882,2.774,0.414,1.694,0.968,0.161,15,6,150,19,10,0,"N","",71.4285714285714,9.66666666666667,36.3636363636364
"563",563,"HS","HSB","Horseshoe Bay",9,8,6,2018,"8/6/2018","Summer 2018","18-Aug",14,0,0,0,0,NA,NA,0.982,0,NA,0.394,0,NA,0,4,NA,NA,NA,NA,NA,"",0,NA,0
"564",564,"HS","HSB","Horseshoe Bay",10,8,6,2018,"8/6/2018","Summer 2018","18-Aug",15,0,0,0,0,NA,NA,1.3,0,NA,0.3,0,NA,0,7,NA,NA,NA,NA,NA,"",0,NA,0
"565",565,"HS","HSB","Horseshoe Bay",6,9,10,2018,"9/10/2018","Summer 2018","18-Sep",9,0,0,0,0,NA,NA,5.342,5.914,1.072,1.474,2.512,0.166,17,13,464,47,45,56,"Y","",56.6666666666667,49.3333333333333,63.020572002007
"566",566,"ND","PTC","Point Chauncey",9,9,11,2018,"9/11/2018","Summer 2018","18-Sep",14,4,0,0,0,NA,NA,5.69,2.278,NA,1.363,0.336,NA,7,14,NA,NA,NA,NA,NA,"",33.3333333333333,NA,19.7763390229547
"567",567,"PC","PCY","Paradise Cay",1,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gate closed + construction blocked our entrance to the site. Did not survey PC in October 2018",NA,NA,NA
"568",568,"PC","PCY","Paradise Cay",2,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"569",569,"PC","PCY","Paradise Cay",3,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"570",570,"PC","PCY","Paradise Cay",4,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"571",571,"PC","PCY","Paradise Cay",5,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"572",572,"PC","PCY","Paradise Cay",6,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"573",573,"PC","PCY","Paradise Cay",7,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"574",574,"PC","PCY","Paradise Cay",8,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"575",575,"PC","PCY","Paradise Cay",9,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"576",576,"PC","PCY","Paradise Cay",10,10,10,2018,"10/10/2018","Fall 2018","18-Oct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"577",577,"HS","HSB","Horseshoe Bay",8,11,6,2018,"11/6/2018","Fall 2018","18-Nov",13,0,0,0,0,4.6,NA,1.897,0,NA,0.37,0,NA,0,12,NA,NA,NA,NA,NA,"",0,NA,0
"578",578,"HS","HSB","Horseshoe Bay",9,11,6,2018,"11/6/2018","Fall 2018","18-Nov",14,0,0,0,0,8.8,NA,3.662,0,NA,1.03,0,NA,0,16,NA,NA,NA,NA,NA,"",0,NA,0
"579",579,"HS","HSB","Horseshoe Bay",10,11,6,2018,"11/6/2018","Fall 2018","18-Nov",15,0,0,0,0,21.9,NA,15.599,21.141,NA,3.757,3.344,NA,61,53,NA,NA,NA,NA,NA,"",53.5087719298246,NA,47.0919588790311
"580",580,"ND","PTC","Point Chauncey",1,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not survey PC or ND in November 2018 due to poor air quality from the wildfires",NA,NA,NA
"581",581,"ND","PTC","Point Chauncey",2,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"582",582,"ND","PTC","Point Chauncey",3,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"583",583,"ND","PTC","Point Chauncey",4,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"584",584,"ND","PTC","Point Chauncey",5,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"585",585,"ND","PTC","Point Chauncey",6,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"586",586,"ND","PTC","Point Chauncey",7,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"587",587,"ND","PTC","Point Chauncey",8,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"588",588,"ND","PTC","Point Chauncey",9,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"589",589,"ND","PTC","Point Chauncey",10,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"590",590,"PC","PCY","Paradise Cay",1,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not survey PC or ND in November 2018 due to poor air quality from the wildfires",NA,NA,NA
"591",591,"PC","PCY","Paradise Cay",2,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"592",592,"PC","PCY","Paradise Cay",3,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"593",593,"PC","PCY","Paradise Cay",4,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"594",594,"PC","PCY","Paradise Cay",5,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"595",595,"PC","PCY","Paradise Cay",6,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"596",596,"PC","PCY","Paradise Cay",7,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"597",597,"PC","PCY","Paradise Cay",8,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"598",598,"PC","PCY","Paradise Cay",9,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"599",599,"PC","PCY","Paradise Cay",10,11,7,2018,"11/7/2018","Fall 2018","18-Nov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"600",600,"BY","BYP","Brickyard Park",10,12,4,2018,"12/4/2018","Fall 2018","18-Dec",14,58,12,9,3,23.9,NA,31.531,27.377,NA,7.044,3.335,NA,123,62,NA,NA,NA,NA,NA,"",66.4864864864865,NA,32.1321899990365
"601",601,"ND","PTC","Point Chauncey",8,1,30,2019,"1/30/2019","Winter 2019","19-Jan",13,18,16,3,13,12.9,NA,1.855,3.5,1.064,0.596,0.415,0.133,11,7,432,47,56,42,"Y","",61.1111111111111,48.3333333333333,41.0484668644906
"602",602,"HS","HSB","Horseshoe Bay",7,1,31,2019,"1/31/2019","Winter 2019","19-Jan",11,76,54,38,16,13.8,NA,3.899,0,NA,0.991,0,NA,0,34,NA,NA,NA,NA,NA,"",0,NA,0
"603",603,"HS","HSB","Horseshoe Bay",8,1,31,2019,"1/31/2019","Winter 2019","19-Jan",12,44,25,9,16,21.6,NA,7.155,0.617,NA,2.611,0.137,NA,4,20,NA,NA,NA,NA,NA,"",16.6666666666667,NA,4.98544395924309
"604",604,"HS","HSB","Horseshoe Bay",9,1,31,2019,"1/31/2019","Winter 2019","19-Jan",13,9,13,0,13,2.6,NA,0.163,0,NA,0.045,0,NA,0,4,NA,NA,NA,NA,NA,"",0,NA,0
"605",605,"HS","HSB","Horseshoe Bay",10,1,31,2019,"1/31/2019","Winter 2019","19-Jan",15,0,0,0,0,15.8,NA,17.989,1.827,0.158,5.181,0.46,0.034,32,107,172,0,0,19,"N","",23.021582733813,6.33333333333333,8.15458252082964
"606",606,"ND","PTC","Point Chauncey",9,2,20,2019,"2/20/2019","Winter 2019","19-Feb",12,77,55,10,45,24.1,NA,30.912,5.729,0.439,6.762,0.79,0.062,26,116,278,34,10,36,"Y","",18.3098591549296,26.6666666666667,10.4608050847458
"607",607,"ND","PTC","Point Chauncey",10,2,20,2019,"2/20/2019","Winter 2019","19-Feb",14,0,0,0,0,16.5,NA,7.136,0.835,0.316,1.739,0.128,0.054,4,61,87,41,8,19,"Y","",6.15384615384615,22.6666666666667,6.85591858596679
"608",608,"BY","BYP","Brickyard Park",1,2,21,2019,"2/21/2019","Winter 2019","19-Feb",1,16,27,4,23,24.2,NA,12.944,0.265,NA,3.57,0.044,NA,2,56,NA,NA,NA,NA,NA,"",3.44827586206897,NA,1.2174875484228
"609",609,"BY","BYP","Brickyard Park",2,2,21,2019,"2/21/2019","Winter 2019","19-Feb",3,32,18,2,16,13,NA,3.9,0,NA,1.136,0,NA,0,32,NA,NA,NA,NA,NA,"",0,NA,0
"610",610,"BY","BYP","Brickyard Park",3,2,21,2019,"2/21/2019","Winter 2019","19-Feb",4,40,16,4,12,23.1,NA,10.562,0,NA,2.746,0,NA,0,144,NA,NA,NA,NA,NA,"",0,NA,0
"611",611,"BY","BYP","Brickyard Park",4,2,21,2019,"2/21/2019","Winter 2019","19-Feb",5,23,9,2,7,12.8,NA,4.242,0,NA,1.327,0,NA,0,31,NA,NA,NA,NA,NA,"",0,NA,0
"612",612,"BY","BYP","Brickyard Park",5,2,21,2019,"2/21/2019","Winter 2019","19-Feb",7,20,13,0,13,11.6,NA,4.931,0,NA,1.353,0,NA,0,34,NA,NA,NA,NA,NA,"",0,NA,0
"613",613,"HS","HSB","Horseshoe Bay",9,2,21,2019,"2/21/2019","Winter 2019","19-Feb",13,0,0,0,0,19.7,NA,12.041,1.074,0.322,3.191,0.238,0.076,4,39,96,0,0,0,NA,"",9.30232558139535,0,6.94079906678332
"614",614,"HS","HSB","Horseshoe Bay",10,2,21,2019,"2/21/2019","Winter 2019","19-Feb",14,0,0,0,0,20,NA,11.869,0,NA,3.215,0,NA,0,14,NA,NA,NA,NA,NA,"",0,NA,0
"615",615,"HS","HSB","Horseshoe Bay",10,3,14,2019,"3/14/2019","Winter 2019","19-Mar",14,0,0,0,0,0,NA,6.944,0.48,NA,2.323,0.11,NA,6,43,NA,NA,NA,NA,NA,"",12.2448979591837,NA,4.52116728318948
"616",616,"ND","PTC","Point Chauncey",9,3,15,2019,"3/15/2019","Winter 2019","19-Mar",13,0,0,0,0,16,NA,10.914,2.63,0.461,3.037,0.746,0.102,23,58,320,11,3,5,"Y","",28.3950617283951,6.33333333333333,19.7197991012424
"617",617,"ND","PTC","Point Chauncey",10,3,15,2019,"3/15/2019","Winter 2019","19-Mar",14,0,0,0,0,9.1,NA,2.313,0.209,NA,0.551,0.025,NA,3,18,NA,NA,NA,NA,NA,"",14.2857142857143,NA,4.34027777777778
"618",618,"HS","HSB","Horseshoe Bay",7,6,8,2019,"6/8/2019","Spring 2019","19-Jun",10,0,0,0,0,20.5,NA,11.083,11.569,0.455,2.878,1.791,0.08,60,51,314,36,34,35,"Y","",54.0540540540541,35,38.3593917327051
"619",619,"HS","HSB","Horseshoe Bay",8,6,8,2019,"6/8/2019","Spring 2019","19-Jun",11,0,0,0,0,10.7,NA,16.569,29.952,0.817,3.431,3.192,0.099,114,41,142,69,24,47,"Y","",73.5483870967742,46.6666666666667,48.1956817152348
"620",620,"HS","HSB","Horseshoe Bay",9,6,8,2019,"6/8/2019","Spring 2019","19-Jun",13,0,0,0,0,34.5,NA,10.582,15.682,NA,2.144,1.906,NA,55,37,NA,NA,NA,NA,NA,"",59.7826086956522,NA,47.0617283950617
"621",621,"HS","HSB","Horseshoe Bay",10,6,8,2019,"6/8/2019","Spring 2019","19-Jun",14,0,0,0,0,26.8,NA,9.653,23.883,NA,2.266,3.229,NA,67,42,NA,NA,NA,NA,NA,"",61.4678899082569,NA,58.7625113739763
"622",622,"ND","PTC","Point Chauncey",4,6,9,2019,"6/9/2019","Spring 2019","19-Jun",6,0,0,0,0,21.1,NA,7.972,30.959,NA,2.235,4.041,NA,55,11,NA,NA,NA,NA,NA,"",83.3333333333333,NA,64.3881453154876
"623",623,"HS","HSB","Horseshoe Bay",7,7,20,2019,"7/20/2019","Summer 2019","19-Jul",9,0,0,0,0,11.4,NA,5.052,0,NA,1.2,0,NA,0,25,NA,NA,NA,NA,NA,"",0,NA,0
"624",624,"HS","HSB","Horseshoe Bay",9,7,20,2019,"7/20/2019","Summer 2019","19-Jul",12,0,0,0,0,27.6,NA,14.385,23.792,0.426,3.25,3.278,0.077,51,27,366,0,0,0,"N","",65.3846153846154,0,50.2144607843137
"625",625,"HS","HSB","Horseshoe Bay",10,7,20,2019,"7/20/2019","Summer 2019","19-Jul",14,0,0,0,0,12.9,NA,2.807,0,NA,0.707,0,NA,0,20,NA,NA,NA,NA,NA,"",0,NA,0
"626",626,"ND","PTC","Point Chauncey",9,7,21,2019,"7/21/2019","Summer 2019","19-Jul",13,0,0,0,0,30.5,NA,19.702,67.636,NA,4.405,6.349,NA,137,41,NA,NA,NA,NA,NA,"",76.9662921348315,NA,59.038497303329
"627",627,"ND","PTC","Point Chauncey",10,7,21,2019,"7/21/2019","Summer 2019","19-Jul",14,0,0,0,0,14,NA,3.273,3.405,0.981,0.788,0.357,0.106,8,16,296,47,42,64,"N","",33.3333333333333,51,31.17903930131
"628",628,"BY","BYP","Brickyard Park",7,8,4,2019,"8/4/2019","Summer 2019","19-Aug",8,0,0,0,0,4.5,NA,0.47,0,NA,0.092,0,NA,0,7,NA,NA,NA,NA,NA,"",0,NA,0
"629",629,"HS","HSB","Horseshoe Bay",9,8,4,2019,"8/4/2019","Summer 2019","19-Aug",12,0,0,0,0,9.5,NA,7.201,0.332,NA,1.515,0.052,NA,2,76,NA,NA,NA,NA,NA,"",2.56410256410256,NA,3.31844288449266
"630",630,"HS","HSB","Horseshoe Bay",10,8,4,2019,"8/4/2019","Summer 2019","19-Aug",14,0,0,0,0,21.3,NA,14.77,18.407,1.089,3.493,2.652,0.162,47,44,202,55,60,21,"Y","",51.6483516483517,45.3333333333333,43.1570382424736
"631",631,"ND","PTC","Point Chauncey",4,8,4,2019,"8/4/2019","Summer 2019","19-Aug",5,0,0,0,0,13.8,NA,2.305,6.536,NA,0.66,1.121,NA,21,4,NA,NA,NA,NA,NA,"",84,NA,62.9421673217294
"632",632,"ND","PTC","Point Chauncey",10,8,4,2019,"8/4/2019","Summer 2019","19-Aug",14,0,0,0,0,14.6,NA,9.639,9.101,0.416,2.245,1.691,0.075,38,13,194,12,14,0,"N","",74.5098039215686,8.66666666666667,42.9623983739837
"633",633,"PC","PCY","Paradise Cay",4,8,4,2019,"8/4/2019","Summer 2019","19-Aug",6,0,0,0,0,8.7,NA,1.073,0,NA,0.268,0,NA,0,8,NA,NA,NA,NA,NA,"",0,NA,0
"634",634,"PC","PCY","Paradise Cay",6,8,4,2019,"8/4/2019","Summer 2019","19-Aug",9,1,0,0,0,9.7,NA,2.205,0,NA,0.527,0,NA,0,10,NA,NA,NA,NA,NA,"",0,NA,0
"635",635,"PC","PCY","Paradise Cay",7,8,4,2019,"8/4/2019","Summer 2019","19-Aug",11,0,0,0,0,9.4,NA,3.345,0,NA,0.771,0,NA,0,17,NA,NA,NA,NA,NA,"",0,NA,0
"636",636,"HS","HSB","Horseshoe Bay",5,9,12,2019,"9/12/2019","Summer 2019","19-Sep",9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"637",637,"HS","HSB","Horseshoe Bay",7,9,12,2019,"9/12/2019","Summer 2019","19-Sep",11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"638",638,"HS","HSB","Horseshoe Bay",8,9,12,2019,"9/12/2019","Summer 2019","19-Sep",13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"639",639,"HS","HSB","Horseshoe Bay",9,9,12,2019,"9/12/2019","Summer 2019","19-Sep",14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
"640",640,"HS","HSB","Horseshoe Bay",10,9,12,2019,"9/12/2019","Summer 2019","19-Sep",15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA
